"GKA","POM"
"MAG","LAE"
"MAG","MAS"
"MAG","WWK"
"MAG","POM"
"HGU","LAE"
"HGU","POM"
"HGU","WWK"
"HGU","MXH"
"HGU","TIZ"
"HGU","TBG"
"LAE","HKN"
"LAE","MAG"
"LAE","HGU"
"LAE","POM"
"LAE","MAS"
"LAE","RAB"
"LAE","PNP"
"POM","GKA"
"POM","MAG"
"POM","HGU"
"POM","LAE"
"POM","HKG"
"POM","WWK"
"POM","MNL"
"POM","SIN"
"POM","CEB"
"POM","LNV"
"POM","TBG"
"POM","SYD"
"POM","NRT"
"POM","HIR"
"POM","BUA"
"POM","DAU"
"POM","GUR"
"POM","PNP"
"POM","HKN"
"POM","UNG"
"POM","KVG"
"POM","MDU"
"POM","MAS"
"POM","MXH"
"POM","BNE"
"POM","TIZ"
"POM","CNS"
"POM","RAB"
"POM","VAI"
"POM","WBM"
"WWK","MAG"
"WWK","HGU"
"WWK","VAI"
"WWK","POM"
"UAK","JFR"
"UAK","CPH"
"UAK","JJU"
"UAK","JNS"
"UAK","GOH"
"UAK","RKV"
"GOH","JFR"
"GOH","KEF"
"GOH","RKV"
"GOH","JSU"
"GOH","YFB"
"GOH","JHS"
"GOH","KUS"
"GOH","SFJ"
"GOH","JAV"
"GOH","UAK"
"SFJ","CPH"
"SFJ","RKV"
"SFJ","JSU"
"SFJ","JHS"
"SFJ","GOH"
"SFJ","JAV"
"SFJ","JEG"
"SFJ","CNP"
"THU","NAQ"
"AEY","RKV"
"EGS","RKV"
"IFJ","RKV"
"KEF","IAD"
"KEF","LED"
"KEF","GOH"
"KEF","ZRH"
"KEF","MSP"
"KEF","GLA"
"KEF","EDI"
"KEF","OSL"
"KEF","HEL"
"KEF","DEN"
"KEF","BRU"
"KEF","GOT"
"KEF","MAN"
"KEF","LYS"
"KEF","ALC"
"KEF","ANC"
"KEF","CNP"
"KEF","YYZ"
"KEF","BCN"
"KEF","AMS"
"KEF","ARN"
"KEF","YHZ"
"KEF","VIE"
"KEF","MAD"
"KEF","SXF"
"KEF","FRA"
"KEF","JFK"
"KEF","HAM"
"KEF","CGN"
"KEF","DUS"
"KEF","MUC"
"KEF","STR"
"KEF","TXL"
"KEF","BLL"
"KEF","CPH"
"KEF","CDG"
"KEF","ORY"
"KEF","WAW"
"KEF","LTN"
"KEF","MXP"
"KEF","LGW"
"KEF","VNO"
"KEF","BOS"
"KEF","SEA"
"KEF","LHR"
"KEF","BGO"
"RKV","KUS"
"RKV","AEY"
"RKV","FAE"
"RKV","UAK"
"RKV","GOH"
"RKV","JAV"
"RKV","EGS"
"RKV","IFJ"
"YAM","YTZ"
"YAM","YYZ"
"YAM","YSB"
"YAM","YQT"
"YAY","YMH"
"YAY","YYR"
"YAY","YBX"
"YAY","YYT"
"YBC","YYY"
"YBC","YWK"
"YBC","YUL"
"YBC","YQB"
"YBG","YWK"
"YBG","YUL"
"YBG","YZV"
"YBG","YHU"
"YBK","YUT"
"YBK","YRT"
"YBK","YCS"
"YBL","YVR"
"YBL","YQQ"
"YCB","YRB"
"YCB","YZF"
"YCB","YCO"
"YCB","YHK"
"YCB","YYH"
"YCD","YYC"
"YCD","YVR"
"YCG","YYC"
"YCG","YVR"
"YCL","YHZ"
"YCL","YWK"
"YCO","YCB"
"YCO","YHI"
"YCO","YZF"
"YCY","YIO"
"YCY","YFB"
"YZS","YRT"
"YZS","YUT"
"YZS","YTE"
"YZS","YCS"
"YDF","YHZ"
"YDF","YYR"
"YDF","YYT"
"YDF","YYZ"
"YDQ","YYE"
"YDQ","YVR"
"YEG","YYZ"
"YEG","YZF"
"YEG","LGW"
"YEG","PHX"
"YEG","YHY"
"YEG","YHZ"
"YEG","SFO"
"YEG","YYJ"
"YEG","YUL"
"YEG","YLW"
"YEG","YMM"
"YEG","YVR"
"YEG","IAH"
"YEG","YWG"
"YEG","YOP"
"YEG","YOJ"
"YEG","YOW"
"YEG","LAS"
"YEG","EWR"
"YEG","DEN"
"YEG","YXJ"
"YEG","LAX"
"YEG","YHM"
"YEG","PVR"
"YEG","MSP"
"YEG","YXX"
"YEG","YXY"
"YEG","YSM"
"YEG","YYC"
"YEG","YYE"
"YEG","ORD"
"YEG","YQQ"
"YEG","YQR"
"YEG","SEA"
"YEG","YQU"
"YEG","LHR"
"YEG","CUN"
"YEG","YXE"
"YEK","YYQ"
"YEK","YRT"
"YEK","YXN"
"YEV","YUB"
"YEV","YSY"
"YEV","YPC"
"YEV","YHI"
"YEV","YVQ"
"YEV","YGH"
"YFB","YRB"
"YFB","YAB"
"YFB","YRT"
"YFB","YLC"
"YFB","YCY"
"YFB","YXP"
"YFB","YTE"
"YFB","GOH"
"YFB","YUX"
"YFB","YGT"
"YFB","YOW"
"YFB","YVP"
"YFC","YHZ"
"YFC","YUL"
"YFC","YOW"
"YFC","YYZ"
"YFO","YWG"
"YFO","YYL"
"YFO","YQD"
"YFS","YZF"
"YGK","YYZ"
"YGL","YGW"
"YGL","YUL"
"YGL","YPX"
"YGP","YGR"
"YGP","YQB"
"YGQ","YQT"
"YGQ","YOG"
"YGR","YYY"
"YGR","YUL"
"YGR","YQB"
"YGR","YVB"
"YGR","YGP"
"YHD","YQT"
"YHD","YQK"
"YHD","YXL"
"YHD","YRL"
"YHI","YSY"
"YHI","YCO"
"YHI","YEV"
"YHK","YCB"
"YHK","YZF"
"YHK","YYH"
"YHM","YWG"
"YHM","YEG"
"YHM","YYC"
"YHM","YQM"
"YHM","YHZ"
"YHM","YYU"
"YHU","YYY"
"YHU","YWK"
"YHU","YRJ"
"YHU","YUY"
"YHU","YVO"
"YHU","YZV"
"YHU","YBG"
"YHU","YQB"
"YHY","YSM"
"YHY","YEG"
"YHY","YZF"
"YHZ","DCA"
"YHZ","YYZ"
"YHZ","IAD"
"YHZ","ORD"
"YHZ","YHM"
"YHZ","YSJ"
"YHZ","KEF"
"YHZ","YFC"
"YHZ","YUL"
"YHZ","FRA"
"YHZ","YCL"
"YHZ","FSP"
"YHZ","ATL"
"YHZ","YOW"
"YHZ","EWR"
"YHZ","YEG"
"YHZ","PHL"
"YHZ","LGW"
"YHZ","YQX"
"YHZ","YDF"
"YHZ","YYT"
"YHZ","LGA"
"YHZ","YYC"
"YHZ","YQM"
"YHZ","YYG"
"YHZ","BOS"
"YHZ","LHR"
"YHZ","YYR"
"YHZ","DTW"
"YHZ","YQY"
"YIO","YCY"
"YIO","YGT"
"YJT","YDF"
"YKA","YXS"
"YKA","YYC"
"YKA","YVR"
"YKF","YYC"
